Id,DateTime,Date,Demand
523,11/04/2018 21:30,11/04/2018,6652.87
524,11/04/2018 22:00,11/04/2018,6445.03
525,11/04/2018 22:30,11/04/2018,6341.61
526,11/04/2018 23:00,11/04/2018,6252.46
527,11/04/2018 23:30,11/04/2018,6090.43
528,12/04/2018 0:00,12/04/2018,5774.1
529,12/04/2018 0:30,12/04/2018,5614.35
530,12/04/2018 1:00,12/04/2018,5510.76
531,12/04/2018 1:30,12/04/2018,5379.99
532,12/04/2018 2:00,12/04/2018,5376.63
533,12/04/2018 2:30,12/04/2018,5325.27
534,12/04/2018 3:00,12/04/2018,5311.81
535,12/04/2018 3:30,12/04/2018,5296.35
536,12/04/2018 4:00,12/04/2018,5307.59
537,12/04/2018 4:30,12/04/2018,5349.22
538,12/04/2018 5:00,12/04/2018,5470.58
539,12/04/2018 5:30,12/04/2018,5603.16
540,12/04/2018 6:00,12/04/2018,5801.79
541,12/04/2018 6:30,12/04/2018,6094.45
542,12/04/2018 7:00,12/04/2018,6323.75
543,12/04/2018 7:30,12/04/2018,6314.95
544,12/04/2018 8:00,12/04/2018,6228.94
545,12/04/2018 8:30,12/04/2018,6269.06
546,12/04/2018 9:00,12/04/2018,6439.03
547,12/04/2018 9:30,12/04/2018,6521.2
548,12/04/2018 10:00,12/04/2018,6449.01
549,12/04/2018 10:30,12/04/2018,6380.09
550,12/04/2018 11:00,12/04/2018,6467.22
551,12/04/2018 11:30,12/04/2018,6442.79
552,12/04/2018 12:00,12/04/2018,6380.06
553,12/04/2018 12:30,12/04/2018,6361.6
554,12/04/2018 13:00,12/04/2018,6355.18
555,12/04/2018 13:30,12/04/2018,6401.43
556,12/04/2018 14:00,12/04/2018,6474.65
557,12/04/2018 14:30,12/04/2018,6558
558,12/04/2018 15:00,12/04/2018,6586.18
559,12/04/2018 15:30,12/04/2018,6712.95
560,12/04/2018 16:00,12/04/2018,6876.56
561,12/04/2018 16:30,12/04/2018,6965.99
562,12/04/2018 17:00,12/04/2018,7082.61
563,12/04/2018 17:30,12/04/2018,7230.82
564,12/04/2018 18:00,12/04/2018,7420.86
565,12/04/2018 18:30,12/04/2018,7476.25
566,12/04/2018 19:00,12/04/2018,7502.26
567,12/04/2018 19:30,12/04/2018,7306.83
568,12/04/2018 20:00,12/04/2018,7206.71
569,12/04/2018 20:30,12/04/2018,7115.04
570,12/04/2018 21:00,12/04/2018,6918.01
571,12/04/2018 21:30,12/04/2018,6724.29
572,12/04/2018 22:00,12/04/2018,6524.85
573,12/04/2018 22:30,12/04/2018,6391.5
574,12/04/2018 23:00,12/04/2018,6315.91
575,12/04/2018 23:30,12/04/2018,6173.59
576,13/04/2018 0:00,13/04/2018,5857.83
577,13/04/2018 0:30,13/04/2018,5674.97
578,13/04/2018 1:00,13/04/2018,5540.54
579,13/04/2018 1:30,13/04/2018,5415.51
580,13/04/2018 2:00,13/04/2018,5334.01
581,13/04/2018 2:30,13/04/2018,5300.38
582,13/04/2018 3:00,13/04/2018,5297.95
583,13/04/2018 3:30,13/04/2018,5275.73
584,13/04/2018 4:00,13/04/2018,5276.17
585,13/04/2018 4:30,13/04/2018,5320.26
586,13/04/2018 5:00,13/04/2018,5383.97
587,13/04/2018 5:30,13/04/2018,5593.81
588,13/04/2018 6:00,13/04/2018,5750.2
589,13/04/2018 6:30,13/04/2018,5997.22
590,13/04/2018 7:00,13/04/2018,6230.17
591,13/04/2018 7:30,13/04/2018,6488.07
592,13/04/2018 8:00,13/04/2018,6460.85
593,13/04/2018 8:30,13/04/2018,6523.31
594,13/04/2018 9:00,13/04/2018,6472.4
595,13/04/2018 9:30,13/04/2018,6425.9
596,13/04/2018 10:00,13/04/2018,6427.49
597,13/04/2018 10:30,13/04/2018,6407.77
598,13/04/2018 11:00,13/04/2018,6419.72
599,13/04/2018 11:30,13/04/2018,6384.31
600,13/04/2018 12:00,13/04/2018,6407.57
601,13/04/2018 12:30,13/04/2018,6417.6
602,13/04/2018 13:00,13/04/2018,6501.85
603,13/04/2018 13:30,13/04/2018,6585.1
604,13/04/2018 14:00,13/04/2018,6681.49
605,13/04/2018 14:30,13/04/2018,6646.43
606,13/04/2018 15:00,13/04/2018,6695.26
607,13/04/2018 15:30,13/04/2018,6821.84
608,13/04/2018 16:00,13/04/2018,6916.46
609,13/04/2018 16:30,13/04/2018,7081.98
610,13/04/2018 17:00,13/04/2018,7191.46
611,13/04/2018 17:30,13/04/2018,7265.76
612,13/04/2018 18:00,13/04/2018,7276.04
613,13/04/2018 18:30,13/04/2018,7379.61
614,13/04/2018 19:00,13/04/2018,7337.37
615,13/04/2018 19:30,13/04/2018,7184.79
616,13/04/2018 20:00,13/04/2018,7074.67
617,13/04/2018 20:30,13/04/2018,6981.89
618,13/04/2018 21:00,13/04/2018,6794.1
619,13/04/2018 21:30,13/04/2018,6664.06
620,13/04/2018 22:00,13/04/2018,6464.55
621,13/04/2018 22:30,13/04/2018,6430.36
622,13/04/2018 23:00,13/04/2018,6329.26
623,13/04/2018 23:30,13/04/2018,6158.11
624,14/04/2018 0:00,14/04/2018,5876.37
625,14/04/2018 0:30,14/04/2018,5720.62
626,14/04/2018 1:00,14/04/2018,5595.38
627,14/04/2018 1:30,14/04/2018,5445.44
628,14/04/2018 2:00,14/04/2018,5368.35
629,14/04/2018 2:30,14/04/2018,5317.11
630,14/04/2018 3:00,14/04/2018,5292.61
631,14/04/2018 3:30,14/04/2018,5279.78
632,14/04/2018 4:00,14/04/2018,5268.21
633,14/04/2018 4:30,14/04/2018,5289.16
634,14/04/2018 5:00,14/04/2018,5338.71
635,14/04/2018 5:30,14/04/2018,5407.78
636,14/04/2018 6:00,14/04/2018,5495.12
637,14/04/2018 6:30,14/04/2018,5615.13
638,14/04/2018 7:00,14/04/2018,5701.81
639,14/04/2018 7:30,14/04/2018,5837.94
640,14/04/2018 8:00,14/04/2018,5897.94
641,14/04/2018 8:30,14/04/2018,5995.61
642,14/04/2018 9:00,14/04/2018,6069.67
643,14/04/2018 9:30,14/04/2018,6195.35
644,14/04/2018 10:00,14/04/2018,6242.55
645,14/04/2018 10:30,14/04/2018,6243.24
646,14/04/2018 11:00,14/04/2018,6228.75
647,14/04/2018 11:30,14/04/2018,6193.27
648,14/04/2018 12:00,14/04/2018,6193.59
649,14/04/2018 12:30,14/04/2018,6108.86
650,14/04/2018 13:00,14/04/2018,6135.17
651,14/04/2018 13:30,14/04/2018,6140.12
652,14/04/2018 14:00,14/04/2018,6095.53
653,14/04/2018 14:30,14/04/2018,5986.75
654,14/04/2018 15:00,14/04/2018,6087.55
655,14/04/2018 15:30,14/04/2018,6184.88
656,14/04/2018 16:00,14/04/2018,6347.57
657,14/04/2018 16:30,14/04/2018,6547.23
658,14/04/2018 17:00,14/04/2018,6711.95
659,14/04/2018 17:30,14/04/2018,6854.75
660,14/04/2018 18:00,14/04/2018,6963.48
661,14/04/2018 18:30,14/04/2018,7064.68
662,14/04/2018 19:00,14/04/2018,7043.88
663,14/04/2018 19:30,14/04/2018,6915.47
664,14/04/2018 20:00,14/04/2018,6812.44
665,14/04/2018 20:30,14/04/2018,6686.88
666,14/04/2018 21:00,14/04/2018,6523.29
667,14/04/2018 21:30,14/04/2018,6416.11
668,14/04/2018 22:00,14/04/2018,6248.46
669,14/04/2018 22:30,14/04/2018,6218.36
670,14/04/2018 23:00,14/04/2018,6178.29
671,14/04/2018 23:30,14/04/2018,6057.31
672,15/04/2018 0:00,15/04/2018,5774.33
673,15/04/2018 0:30,15/04/2018,5616.74
674,15/04/2018 1:00,15/04/2018,5486.65
675,15/04/2018 1:30,15/04/2018,5400.36
676,15/04/2018 2:00,15/04/2018,5361.51
677,15/04/2018 2:30,15/04/2018,5297.44
678,15/04/2018 3:00,15/04/2018,5254.67
679,15/04/2018 3:30,15/04/2018,5192.85
680,15/04/2018 4:00,15/04/2018,5192.98
681,15/04/2018 4:30,15/04/2018,5215.53
682,15/04/2018 5:00,15/04/2018,5248.22
683,15/04/2018 5:30,15/04/2018,5297.09
684,15/04/2018 6:00,15/04/2018,5343.89
685,15/04/2018 6:30,15/04/2018,5416.98
686,15/04/2018 7:00,15/04/2018,5465.13
687,15/04/2018 7:30,15/04/2018,5533.4
688,15/04/2018 8:00,15/04/2018,5535.21
689,15/04/2018 8:30,15/04/2018,5556.85
690,15/04/2018 9:00,15/04/2018,5570.89
691,15/04/2018 9:30,15/04/2018,5590.28
692,15/04/2018 10:00,15/04/2018,5575.26
693,15/04/2018 10:30,15/04/2018,5580.8
694,15/04/2018 11:00,15/04/2018,5581.59
695,15/04/2018 11:30,15/04/2018,5586.66
696,15/04/2018 12:00,15/04/2018,5653.44
697,15/04/2018 12:30,15/04/2018,5778.84
698,15/04/2018 13:00,15/04/2018,5870.47
699,15/04/2018 13:30,15/04/2018,6022.3
700,15/04/2018 14:00,15/04/2018,6190.14
701,15/04/2018 14:30,15/04/2018,6393.91
702,15/04/2018 15:00,15/04/2018,6544.73
703,15/04/2018 15:30,15/04/2018,6689.89
704,15/04/2018 16:00,15/04/2018,6844.72
705,15/04/2018 16:30,15/04/2018,7052.4
706,15/04/2018 17:00,15/04/2018,7202.31
707,15/04/2018 17:30,15/04/2018,7358.04
708,15/04/2018 18:00,15/04/2018,7486.6
709,15/04/2018 18:30,15/04/2018,7654.63
710,15/04/2018 19:00,15/04/2018,7646.76
711,15/04/2018 19:30,15/04/2018,7409.98
712,15/04/2018 20:00,15/04/2018,7278.22
713,15/04/2018 20:30,15/04/2018,7160.35
714,15/04/2018 21:00,15/04/2018,6869.56
715,15/04/2018 21:30,15/04/2018,6714.32
716,15/04/2018 22:00,15/04/2018,6519.91
717,15/04/2018 22:30,15/04/2018,6376.27
718,15/04/2018 23:00,15/04/2018,6370.18
719,15/04/2018 23:30,15/04/2018,6078.14
720,16/04/2018 0:00,16/04/2018,5816.17
721,16/04/2018 0:30,16/04/2018,5632.15
722,16/04/2018 1:00,16/04/2018,5512.53
723,16/04/2018 1:30,16/04/2018,5385.89
724,16/04/2018 2:00,16/04/2018,5372.3
725,16/04/2018 2:30,16/04/2018,5335.17
726,16/04/2018 3:00,16/04/2018,5317.83
727,16/04/2018 3:30,16/04/2018,5277.53
728,16/04/2018 4:00,16/04/2018,5300.37
729,16/04/2018 4:30,16/04/2018,5330.68
730,16/04/2018 5:00,16/04/2018,5380.13
731,16/04/2018 5:30,16/04/2018,5609.89
732,16/04/2018 6:00,16/04/2018,5821.95
733,16/04/2018 6:30,16/04/2018,6069.59
734,16/04/2018 7:00,16/04/2018,6337.02
735,16/04/2018 7:30,16/04/2018,6559.71
736,16/04/2018 8:00,16/04/2018,6548.67
737,16/04/2018 8:30,16/04/2018,6540.92
738,16/04/2018 9:00,16/04/2018,6511.6
739,16/04/2018 9:30,16/04/2018,6562.96
740,16/04/2018 10:00,16/04/2018,6449.8
741,16/04/2018 10:30,16/04/2018,6411.42
742,16/04/2018 11:00,16/04/2018,6427.35
743,16/04/2018 11:30,16/04/2018,6468.09
744,16/04/2018 12:00,16/04/2018,6503.53
745,16/04/2018 12:30,16/04/2018,6532.44
746,16/04/2018 13:00,16/04/2018,6634
747,16/04/2018 13:30,16/04/2018,6743.52
748,16/04/2018 14:00,16/04/2018,6855.53
749,16/04/2018 14:30,16/04/2018,6963.79
750,16/04/2018 15:00,16/04/2018,7134.99
751,16/04/2018 15:30,16/04/2018,7296.91
752,16/04/2018 16:00,16/04/2018,7440.14
753,16/04/2018 16:30,16/04/2018,7597.04
754,16/04/2018 17:00,16/04/2018,7757.89
755,16/04/2018 17:30,16/04/2018,7777.07
756,16/04/2018 18:00,16/04/2018,7865.46
757,16/04/2018 18:30,16/04/2018,7945.52
758,16/04/2018 19:00,16/04/2018,7914.95
759,16/04/2018 19:30,16/04/2018,7665.18
760,16/04/2018 20:00,16/04/2018,7496.76
761,16/04/2018 20:30,16/04/2018,7306
762,16/04/2018 21:00,16/04/2018,7080.35
763,16/04/2018 21:30,16/04/2018,6890.08
764,16/04/2018 22:00,16/04/2018,6629.7
765,16/04/2018 22:30,16/04/2018,6500.09
766,16/04/2018 23:00,16/04/2018,6412.72
767,16/04/2018 23:30,16/04/2018,6126.31
768,17/04/2018 0:00,17/04/2018,5846.02
769,17/04/2018 0:30,17/04/2018,5703.22
770,17/04/2018 1:00,17/04/2018,5585.91
771,17/04/2018 1:30,17/04/2018,5457.77
772,17/04/2018 2:00,17/04/2018,5394.7
773,17/04/2018 2:30,17/04/2018,5357.68
774,17/04/2018 3:00,17/04/2018,5330.53
775,17/04/2018 3:30,17/04/2018,5329.07
776,17/04/2018 4:00,17/04/2018,5287.33
777,17/04/2018 4:30,17/04/2018,5398.02
778,17/04/2018 5:00,17/04/2018,5447.29
779,17/04/2018 5:30,17/04/2018,5616.26
780,17/04/2018 6:00,17/04/2018,5849.62
781,17/04/2018 6:30,17/04/2018,6165.76
782,17/04/2018 7:00,17/04/2018,6444.7
783,17/04/2018 7:30,17/04/2018,6620.66
784,17/04/2018 8:00,17/04/2018,6541.28
785,17/04/2018 8:30,17/04/2018,6454.68
786,17/04/2018 9:00,17/04/2018,6366.16
787,17/04/2018 9:30,17/04/2018,6328.55
788,17/04/2018 10:00,17/04/2018,6295.71
789,17/04/2018 10:30,17/04/2018,6303.11
790,17/04/2018 11:00,17/04/2018,6328.83
791,17/04/2018 11:30,17/04/2018,6302.53
792,17/04/2018 12:00,17/04/2018,6386.8
793,17/04/2018 12:30,17/04/2018,6480.75
794,17/04/2018 13:00,17/04/2018,6572.06
795,17/04/2018 13:30,17/04/2018,6639.32
796,17/04/2018 14:00,17/04/2018,6851.55
797,17/04/2018 14:30,17/04/2018,6969.62
798,17/04/2018 15:00,17/04/2018,7089.06
799,17/04/2018 15:30,17/04/2018,7195.08
800,17/04/2018 16:00,17/04/2018,7383.74
801,17/04/2018 16:30,17/04/2018,7545.4
802,17/04/2018 17:00,17/04/2018,7649.93
803,17/04/2018 17:30,17/04/2018,7652.91
804,17/04/2018 18:00,17/04/2018,7738.38
805,17/04/2018 18:30,17/04/2018,7809.88
806,17/04/2018 19:00,17/04/2018,7789.52
807,17/04/2018 19:30,17/04/2018,7515.74
808,17/04/2018 20:00,17/04/2018,7392.39
809,17/04/2018 20:30,17/04/2018,7265.96
810,17/04/2018 21:00,17/04/2018,7043.35
811,17/04/2018 21:30,17/04/2018,6846.17
812,17/04/2018 22:00,17/04/2018,6657.41
813,17/04/2018 22:30,17/04/2018,6554.64
814,17/04/2018 23:00,17/04/2018,6459.14
815,17/04/2018 23:30,17/04/2018,6229.22
816,18/04/2018 0:00,18/04/2018,5939.62
817,18/04/2018 0:30,18/04/2018,5742
818,18/04/2018 1:00,18/04/2018,5609.37
819,18/04/2018 1:30,18/04/2018,5513.89
820,18/04/2018 2:00,18/04/2018,5481.75
821,18/04/2018 2:30,18/04/2018,5432.64
822,18/04/2018 3:00,18/04/2018,5389.66
823,18/04/2018 3:30,18/04/2018,5407.28
824,18/04/2018 4:00,18/04/2018,5388
825,18/04/2018 4:30,18/04/2018,5470.52
826,18/04/2018 5:00,18/04/2018,5511.14
827,18/04/2018 5:30,18/04/2018,5708.49
828,18/04/2018 6:00,18/04/2018,5902.06
829,18/04/2018 6:30,18/04/2018,6186.34
830,18/04/2018 7:00,18/04/2018,6525.73
831,18/04/2018 7:30,18/04/2018,6805.09
832,18/04/2018 8:00,18/04/2018,6855.23
833,18/04/2018 8:30,18/04/2018,6821.64
834,18/04/2018 9:00,18/04/2018,6780.54
835,18/04/2018 9:30,18/04/2018,6814.77
836,18/04/2018 10:00,18/04/2018,6755.54
837,18/04/2018 10:30,18/04/2018,6738.41
838,18/04/2018 11:00,18/04/2018,6746.74
839,18/04/2018 11:30,18/04/2018,6774.42
840,18/04/2018 12:00,18/04/2018,6753.43
841,18/04/2018 12:30,18/04/2018,6782.17
842,18/04/2018 13:00,18/04/2018,6729.56
843,18/04/2018 13:30,18/04/2018,6702.75
844,18/04/2018 14:00,18/04/2018,6701.93
845,18/04/2018 14:30,18/04/2018,6726.76
846,18/04/2018 15:00,18/04/2018,6737.76
847,18/04/2018 15:30,18/04/2018,6837.78
848,18/04/2018 16:00,18/04/2018,6962.84
849,18/04/2018 16:30,18/04/2018,7088.86
850,18/04/2018 17:00,18/04/2018,7251.99
851,18/04/2018 17:30,18/04/2018,7333.21
852,18/04/2018 18:00,18/04/2018,7452.34
853,18/04/2018 18:30,18/04/2018,7482.99
854,18/04/2018 19:00,18/04/2018,7432.58
855,18/04/2018 19:30,18/04/2018,7262.86
856,18/04/2018 20:00,18/04/2018,7140.92
857,18/04/2018 20:30,18/04/2018,7010.8
858,18/04/2018 21:00,18/04/2018,6719.5
859,18/04/2018 21:30,18/04/2018,6557.78
860,18/04/2018 22:00,18/04/2018,6407.76
861,18/04/2018 22:30,18/04/2018,6305.19
862,18/04/2018 23:00,18/04/2018,6196.35
863,18/04/2018 23:30,18/04/2018,6044.97
864,19/04/2018 0:00,19/04/2018,5737.74
865,19/04/2018 0:30,19/04/2018,5570.03
866,19/04/2018 1:00,19/04/2018,5438.96
867,19/04/2018 1:30,19/04/2018,5335.47
868,19/04/2018 2:00,19/04/2018,5264.89
869,19/04/2018 2:30,19/04/2018,5255.66
870,19/04/2018 3:00,19/04/2018,5249.93
871,19/04/2018 3:30,19/04/2018,5210.92
872,19/04/2018 4:00,19/04/2018,5190.05
873,19/04/2018 4:30,19/04/2018,5292.26
874,19/04/2018 5:00,19/04/2018,5356.03
875,19/04/2018 5:30,19/04/2018,5546.15
876,19/04/2018 6:00,19/04/2018,5770.49
877,19/04/2018 6:30,19/04/2018,6048.98
878,19/04/2018 7:00,19/04/2018,6368.39
879,19/04/2018 7:30,19/04/2018,6635.04
880,19/04/2018 8:00,19/04/2018,6544.77
881,19/04/2018 8:30,19/04/2018,6463.59
882,19/04/2018 9:00,19/04/2018,6339.39
883,19/04/2018 9:30,19/04/2018,6313.56
884,19/04/2018 10:00,19/04/2018,6245.21
885,19/04/2018 10:30,19/04/2018,6324.81
886,19/04/2018 11:00,19/04/2018,6351.78
887,19/04/2018 11:30,19/04/2018,6283.52
888,19/04/2018 12:00,19/04/2018,6291.35
889,19/04/2018 12:30,19/04/2018,6367.98
890,19/04/2018 13:00,19/04/2018,6441.26
891,19/04/2018 13:30,19/04/2018,6508.19
892,19/04/2018 14:00,19/04/2018,6529.9
893,19/04/2018 14:30,19/04/2018,6590.1
894,19/04/2018 15:00,19/04/2018,6709.14
895,19/04/2018 15:30,19/04/2018,6820.22
896,19/04/2018 16:00,19/04/2018,6926.2
897,19/04/2018 16:30,19/04/2018,7089.72
898,19/04/2018 17:00,19/04/2018,7214.59
899,19/04/2018 17:30,19/04/2018,7245.63
900,19/04/2018 18:00,19/04/2018,7399.35
901,19/04/2018 18:30,19/04/2018,7487.5
902,19/04/2018 19:00,19/04/2018,7479.05
903,19/04/2018 19:30,19/04/2018,7251.33
904,19/04/2018 20:00,19/04/2018,7125.77
905,19/04/2018 20:30,19/04/2018,7046.18
906,19/04/2018 21:00,19/04/2018,6839.88
907,19/04/2018 21:30,19/04/2018,6707.88
908,19/04/2018 22:00,19/04/2018,6517.13
909,19/04/2018 22:30,19/04/2018,6361.54
910,19/04/2018 23:00,19/04/2018,6240.85
911,19/04/2018 23:30,19/04/2018,6050.79
912,20/04/2018 0:00,20/04/2018,5819.8
913,20/04/2018 0:30,20/04/2018,5638.54
914,20/04/2018 1:00,20/04/2018,5499.11
915,20/04/2018 1:30,20/04/2018,5385.08
916,20/04/2018 2:00,20/04/2018,5352.06
917,20/04/2018 2:30,20/04/2018,5339.28
918,20/04/2018 3:00,20/04/2018,5307.32
919,20/04/2018 3:30,20/04/2018,5282.87
920,20/04/2018 4:00,20/04/2018,5292.8
921,20/04/2018 4:30,20/04/2018,5373.49
922,20/04/2018 5:00,20/04/2018,5451.32
923,20/04/2018 5:30,20/04/2018,5686.9
924,20/04/2018 6:00,20/04/2018,5870.75
925,20/04/2018 6:30,20/04/2018,6155.59
926,20/04/2018 7:00,20/04/2018,6461.68
927,20/04/2018 7:30,20/04/2018,6695.39
928,20/04/2018 8:00,20/04/2018,6664.4
929,20/04/2018 8:30,20/04/2018,6562.78
930,20/04/2018 9:00,20/04/2018,6479.23
931,20/04/2018 9:30,20/04/2018,6466.04
932,20/04/2018 10:00,20/04/2018,6466.08
933,20/04/2018 10:30,20/04/2018,6500.44
934,20/04/2018 11:00,20/04/2018,6483.72
935,20/04/2018 11:30,20/04/2018,6529.09
936,20/04/2018 12:00,20/04/2018,6616.07
937,20/04/2018 12:30,20/04/2018,6779.65
938,20/04/2018 13:00,20/04/2018,6875.59
939,20/04/2018 13:30,20/04/2018,6928.65
940,20/04/2018 14:00,20/04/2018,6949.96
941,20/04/2018 14:30,20/04/2018,6942.28
942,20/04/2018 15:00,20/04/2018,6965.55
943,20/04/2018 15:30,20/04/2018,6972.44
944,20/04/2018 16:00,20/04/2018,7033.35
945,20/04/2018 16:30,20/04/2018,7109.15
946,20/04/2018 17:00,20/04/2018,7197.63
947,20/04/2018 17:30,20/04/2018,7202.15
948,20/04/2018 18:00,20/04/2018,7221.44
949,20/04/2018 18:30,20/04/2018,7227.09
950,20/04/2018 19:00,20/04/2018,7202.95
951,20/04/2018 19:30,20/04/2018,7032.48
952,20/04/2018 20:00,20/04/2018,6965.52
953,20/04/2018 20:30,20/04/2018,6849.99
954,20/04/2018 21:00,20/04/2018,6675.38
955,20/04/2018 21:30,20/04/2018,6558.64
956,20/04/2018 22:00,20/04/2018,6323.45
957,20/04/2018 22:30,20/04/2018,6285.02
958,20/04/2018 23:00,20/04/2018,6222.11
959,20/04/2018 23:30,20/04/2018,6042.99
960,21/04/2018 0:00,21/04/2018,5741.22
961,21/04/2018 0:30,21/04/2018,5525.36
962,21/04/2018 1:00,21/04/2018,5408.16
963,21/04/2018 1:30,21/04/2018,5284.5
964,21/04/2018 2:00,21/04/2018,5242.03
965,21/04/2018 2:30,21/04/2018,5240.42
966,21/04/2018 3:00,21/04/2018,5218.52
967,21/04/2018 3:30,21/04/2018,5204.79
968,21/04/2018 4:00,21/04/2018,5178.93
969,21/04/2018 4:30,21/04/2018,5176.21
970,21/04/2018 5:00,21/04/2018,5197.5
971,21/04/2018 5:30,21/04/2018,5257.45
972,21/04/2018 6:00,21/04/2018,5391.53
973,21/04/2018 6:30,21/04/2018,5529.97
974,21/04/2018 7:00,21/04/2018,5688.87
975,21/04/2018 7:30,21/04/2018,5810.07
976,21/04/2018 8:00,21/04/2018,5819.03
977,21/04/2018 8:30,21/04/2018,5829.84
978,21/04/2018 9:00,21/04/2018,5792.9
979,21/04/2018 9:30,21/04/2018,5757.02
980,21/04/2018 10:00,21/04/2018,5688.79
981,21/04/2018 10:30,21/04/2018,5660.97
982,21/04/2018 11:00,21/04/2018,5648.35
983,21/04/2018 11:30,21/04/2018,5684.94
984,21/04/2018 12:00,21/04/2018,5704.08
985,21/04/2018 12:30,21/04/2018,5705.14
986,21/04/2018 13:00,21/04/2018,5751.33
987,21/04/2018 13:30,21/04/2018,5759.69
988,21/04/2018 14:00,21/04/2018,5910.81
989,21/04/2018 14:30,21/04/2018,5990.76
990,21/04/2018 15:00,21/04/2018,6056.07
991,21/04/2018 15:30,21/04/2018,6190.49
992,21/04/2018 16:00,21/04/2018,6269.3
993,21/04/2018 16:30,21/04/2018,6388.73
994,21/04/2018 17:00,21/04/2018,6547.23
995,21/04/2018 17:30,21/04/2018,6687.27
996,21/04/2018 18:00,21/04/2018,6822.1
997,21/04/2018 18:30,21/04/2018,6935.76
998,21/04/2018 19:00,21/04/2018,6903.78
999,21/04/2018 19:30,21/04/2018,6733.62
1000,21/04/2018 20:00,21/04/2018,6615.19
1001,21/04/2018 20:30,21/04/2018,6541.53
1002,21/04/2018 21:00,21/04/2018,6367.06
1003,21/04/2018 21:30,21/04/2018,6255.93
1004,21/04/2018 22:00,21/04/2018,6107.7
1005,21/04/2018 22:30,21/04/2018,6076.78
1006,21/04/2018 23:00,21/04/2018,6043.07
1007,21/04/2018 23:30,21/04/2018,5877.4
1008,22/04/2018 0:00,22/04/2018,5615.65
1009,22/04/2018 0:30,22/04/2018,5448.83
1010,22/04/2018 1:00,22/04/2018,5304.57
1011,22/04/2018 1:30,22/04/2018,5194.29
1012,22/04/2018 2:00,22/04/2018,5160.17
1013,22/04/2018 2:30,22/04/2018,5080.35
1014,22/04/2018 3:00,22/04/2018,5040.64
1015,22/04/2018 3:30,22/04/2018,5047.89
1016,22/04/2018 4:00,22/04/2018,5038.59
1017,22/04/2018 4:30,22/04/2018,5053.62
1018,22/04/2018 5:00,22/04/2018,5079.93
1019,22/04/2018 5:30,22/04/2018,5135.7
1020,22/04/2018 6:00,22/04/2018,5200.55
